date,open,close,high,low,volume,amount
2021-02-26,2286.19,2293.69,2320.64,2278.13,344992174,482350456832.0
2021-03-01,2315.04,2349.17,2349.91,2312.13,345047273,470711017472.0
2021-03-02,2362.46,2332.76,2363.13,2313.67,356856079,489841778688.0
2021-03-03,2323.33,2363.11,2363.11,2317.37,355071770,447694725120.0
2021-03-04,2342.87,2294.67,2343.43,2286.52,394177032,509805703168.0
2021-03-05,2260.27,2298.6,2314.6,2256.48,380474053,467595112448.0
2021-03-08,2313.61,2224.08,2326.52,2223.84,403288320,525427576832.0
2021-03-09,2215.95,2160.91,2218.79,2130.09,423493921,530548264960.0
2021-03-10,2193.58,2165.35,2197.06,2157.73,323860288,410139557888.0
2021-03-11,2169.7,2216.48,2217.79,2159.58,345429537,434160406528.0
2021-03-12,2225.36,2220.26,2225.71,2194.27,365574446,435009478656.0
2021-03-15,2206.53,2172.94,2207.47,2153.01,350777472,425353478144.0
2021-03-16,2179.94,2196.51,2196.51,2162.58,355213123,403108392960.0
2021-03-17,2191.2,2218.26,2221.44,2174.38,346442222,404193751040.0
2021-03-18,2222.42,2237.5,2245.17,2220.26,345129124,420209819648.0
2021-03-19,2204.85,2194.91,2223.6,2183.13,351720343,432114921472.0
2021-03-22,2196.23,2222.72,2222.72,2192.24,363003415,427356033024.0
2021-03-23,2222.58,2197.71,2225.18,2183.03,378007555,445105340416.0
2021-03-24,2183.66,2166.75,2202.26,2162.67,356871391,417549389824.0
2021-03-25,2154.43,2166.4,2178.17,2141.87,336651052,385729040384.0
2021-03-26,2174.19,2214.81,2220.46,2174.19,339440051,425546493952.0
2021-03-29,2219.79,2218.79,2234.97,2206.47,346056090,429877063680.0
2021-03-30,2214.74,2229.27,2235.3,2206.26,344427901,417716183040.0
2021-03-31,2226.62,2217.62,2226.62,2201.7,307597893,373250715648.0
2021-04-01,2220.83,2242.19,2244.35,2217.41,303168627,365020700672.0
2021-04-02,2250.03,2262.08,2270.05,2244.55,315603446,398748315648.0
2021-04-06,2269.31,2266.2,2271.78,2257.19,306439793,373867778048.0
2021-04-07,2268.02,2258.11,2268.18,2238.12,353216374,416358301696.0
2021-04-08,2249.05,2257.95,2266.79,2239.72,371110792,419246747648.0
2021-04-09,2252.32,2236.58,2254.55,2230.04,329891223,388224819200.0
2021-04-12,2235.49,2188.89,2241.72,2183.18,358445819,436815556608.0
2021-04-13,2186.12,2187.57,2209.18,2181.0,331435013,380936568832.0
2021-04-14,2188.56,2218.48,2220.36,2188.56,329418977,385010139136.0
2021-04-15,2212.48,2206.55,2212.48,2188.08,334500977,388067545088.0
2021-04-16,2209.53,2220.22,2224.84,2197.48,350580905,396212068352.0
2021-04-19,2219.23,2274.36,2274.36,2213.19,386402865,493066428416.0
2021-04-20,2267.43,2272.68,2291.67,2263.46,377912338,486642147328.0
2021-04-21,2258.75,2277.21,2281.14,2253.21,334944494,419609534464.0
2021-04-22,2285.92,2288.18,2292.43,2272.0,323863296,423840346112.0
2021-04-23,2287.97,2298.55,2304.96,2285.14,339826975,455592501248.0
2021-04-26,2305.93,2281.3,2322.97,2279.23,374636823,520269594624.0
2021-04-27,2278.61,2281.93,2281.93,2258.36,332469466,437562781696.0
2021-04-28,2276.57,2300.94,2300.94,2270.31,316299930,438481874944.0
2021-04-29,2300.93,2305.65,2314.98,2290.07,321125476,450586988544.0
2021-04-30,2301.03,2298.93,2309.92,2284.61,334698373,465320751104.0
2021-05-06,2290.06,2276.58,2298.51,2257.17,340721677,474967445504.0
2021-05-07,2280.79,2239.68,2283.64,2239.68,374631268,472803799040.0
2021-05-10,2241.64,2243.93,2254.76,2230.41,371141629,455282319360.0
2021-05-11,2229.68,2251.96,2256.43,2212.22,384836321,452944310272.0
2021-05-12,2243.77,2271.81,2273.21,2238.86,350865060,421628760064.0
2021-05-13,2249.24,2253.3,2271.82,2247.02,375178028,445290721280.0
2021-05-14,2260.42,2293.87,2294.65,2249.1,393512074,490585190400.0
2021-05-17,2295.07,2320.33,2332.15,2295.07,368414671,505567883264.0
2021-05-18,2319.8,2324.27,2325.47,2306.84,318020480,416058793984.0
2021-05-19,2317.34,2327.46,2335.06,2310.9,333265853,441511858176.0
2021-05-20,2320.84,2330.36,2337.97,2317.02,363477660,474156191744.0
2021-05-21,2336.2,2319.79,2342.53,2313.32,333801139,452008226816.0
2021-05-24,2321.54,2337.26,2337.26,2306.78,346864637,475061948416.0
2021-05-25,2340.44,2381.93,2383.26,2336.77,373859832,534114320384.0
2021-05-26,2382.49,2380.56,2387.5,2375.24,387486579,510938456064.0
2021-05-27,2379.88,2399.27,2404.23,2371.29,381108198,510632648704.0
2021-05-28,2400.59,2393.48,2412.15,2382.75,406059489,563726696448.0
2021-05-31,2396.32,2419.76,2419.76,2391.23,386280136,559737065472.0
2021-06-01,2416.44,2429.57,2429.88,2397.06,408299576,575197376512.0
2021-06-02,2430.66,2400.9,2431.76,2392.38,412423078,558298554368.0
2021-06-03,2399.5,2392.64,2419.46,2386.45,381460447,512268177408.0
2021-06-04,2383.8,2407.65,2423.25,2380.23,365385748,502175166464.0
2021-06-07,2410.39,2413.9,2414.09,2398.54,368529441,516971646976.0
2021-06-08,2414.57,2393.13,2427.89,2379.77,384769395,542239899648.0
2021-06-09,2391.04,2396.54,2404.32,2382.89,374275397,477796294656.0
2021-06-10,2396.58,2422.58,2427.51,2393.93,417002092,560145682432.0
2021-06-11,2425.6,2407.93,2426.06,2402.08,452636324,625764425728.0
2021-06-15,2408.18,2387.91,2410.74,2374.65,407939610,555804061696.0
2021-06-16,2385.47,2332.41,2385.92,2330.85,378002706,521603624960.0
2021-06-17,2331.41,2359.4,2360.54,2331.41,363403292,503179206656.0
2021-06-18,2362.76,2378.61,2384.58,2357.04,401390198,563847245824.0
2021-06-21,2373.8,2396.2,2403.13,2364.25,408885609,587706990592.0
2021-06-22,2401.36,2408.41,2408.83,2388.3,424480131,574283296768.0
2021-06-23,2410.45,2427.38,2432.3,2401.15,414389394,602984230912.0
2021-06-24,2430.71,2415.36,2430.81,2408.94,399919913,551705161728.0
2021-06-25,2417.33,2442.08,2446.95,2416.47,400202230,570699358208.0
2021-06-28,2447.66,2463.66,2465.96,2445.26,383096256,561444827136.0
2021-06-29,2468.0,2441.26,2468.0,2440.16,378668797,556530262016.0
2021-06-30,2443.65,2466.24,2467.38,2441.17,356128253,527773978624.0
2021-07-01,2471.79,2442.26,2472.61,2438.17,389507873,569280475136.0
2021-07-02,2428.19,2396.78,2428.19,2393.46,355554619,550539067392.0
2021-07-05,2397.4,2414.4,2416.97,2394.23,366939853,560581275648.0
2021-07-06,2418.49,2406.59,2424.7,2377.56,400447286,627377463296.0
2021-07-07,2394.44,2446.99,2449.86,2387.43,384821025,592871952384.0
2021-07-08,2452.77,2435.21,2457.9,2432.01,439891607,670259720192.0
2021-07-09,2424.83,2436.84,2443.18,2395.36,422903624,634600165376.0
2021-07-12,2454.18,2485.15,2493.12,2442.37,484442460,753172631552.0
2021-07-13,2483.16,2491.97,2493.47,2473.96,475437233,708320485376.0
2021-07-14,2483.86,2470.07,2495.93,2464.97,482609244,707354832896.0
2021-07-15,2461.08,2478.72,2478.85,2435.82,460528435,664266424320.0
2021-07-16,2475.2,2454.06,2481.11,2453.4,443357816,663015723008.0
2021-07-19,2450.94,2452.32,2458.92,2434.51,428204849,634827460608.0
2021-07-20,2432.69,2456.75,2457.16,2430.91,381815992,544071655424.0
2021-07-21,2466.75,2492.54,2499.19,2466.75,452527201,692001292288.0
2021-07-22,2498.63,2503.85,2503.94,2485.52,491053563,734032744448.0
2021-07-23,2501.06,2468.14,2501.06,2460.8,528056141,774494150656.0
2021-07-26,2460.79,2411.81,2460.79,2369.31,511818606,779874324480.0
2021-07-27,2412.51,2331.43,2429.26,2331.43,528560727,831414132736.0
2021-07-28,2310.47,2313.2,2335.88,2254.37,479015281,705276657664.0
2021-07-29,2356.83,2384.17,2389.08,2347.54,439058985,709729419264.0
2021-07-30,2380.87,2385.62,2391.14,2356.93,477543396,770892177408.0
2021-08-02,2383.89,2436.92,2436.92,2376.88,507482138,854940069888.0
2021-08-03,2429.43,2423.97,2446.92,2416.81,508005496,812719325184.0
2021-08-04,2419.89,2465.62,2465.62,2416.55,446623232,742210023424.0
2021-08-05,2452.75,2447.04,2464.22,2436.32,471332106,750461448192.0
2021-08-06,2451.54,2443.06,2453.45,2425.36,442732262,708538576896.0
2021-08-09,2430.63,2462.84,2466.92,2422.81,447591252,709518524416.0
2021-08-10,2458.9,2483.79,2483.79,2456.18,473971709,790664187904.0
2021-08-11,2482.26,2487.0,2493.46,2470.65,491529126,740717629440.0
2021-08-12,2480.04,2478.34,2490.56,2465.11,503465039,766703452160.0
2021-08-13,2468.57,2468.74,2494.92,2455.98,490216202,764282638336.0
2021-08-16,2462.98,2454.36,2470.28,2449.17,472002084,721626173440.0
2021-08-17,2452.53,2392.49,2459.67,2386.48,509253046,737900257280.0
2021-08-18,2394.04,2412.49,2416.71,2384.67,446857541,661695426560.0
2021-08-19,2409.86,2417.23,2430.62,2390.75,453525645,677092102144.0
2021-08-20,2400.49,2388.96,2411.2,2362.22,440685558,699861590016.0
2021-08-23,2398.78,2445.04,2450.0,2398.78,481272141,758240657408.0
2021-08-24,2447.91,2463.85,2470.32,2438.62,508316470,792221179904.0
2021-08-25,2463.11,2475.08,2475.08,2449.74,474861481,715832160256.0
2021-08-26,2474.14,2437.15,2474.14,2435.91,518249334,751902187520.0
2021-08-27,2429.56,2439.69,2448.59,2422.51,511404219,748739297280.0
2021-08-30,2444.45,2441.11,2462.86,2429.07,551681254,879104569344.0
2021-08-31,2438.58,2429.86,2438.58,2403.69,530028206,778576912384.0
2021-09-01,2431.72,2417.89,2431.72,2377.91,601813174,868626063360.0
2021-09-02,2412.57,2427.77,2427.92,2411.43,522249782,742937247744.0
2021-09-03,2428.66,2414.3,2439.96,2400.25,597863327,829276450816.0
2021-09-06,2415.38,2463.36,2465.37,2409.48,531572710,772062314496.0
2021-09-07,2462.81,2490.64,2492.6,2454.1,532235187,743489212416.0
2021-09-08,2491.27,2492.6,2503.79,2481.68,610923610,800435748864.0
2021-09-09,2490.02,2494.27,2496.57,2472.39,571295675,752689922048.0
2021-09-10,2490.61,2502.02,2508.88,2479.59,573881203,784853696512.0
2021-09-13,2503.79,2500.83,2510.09,2485.75,549520225,767014744064.0
2021-09-14,2499.21,2488.88,2523.24,2482.53,577552591,819405119488.0
2021-09-15,2483.41,2486.13,2494.06,2468.88,515258089,750408019968.0
2021-09-16,2485.03,2437.56,2491.34,2437.56,571644429,804472782848.0
2021-09-17,2431.93,2446.05,2450.19,2411.02,509000415,714327597056.0
2021-09-22,2411.83,2440.05,2443.37,2407.95,435910687,592758910976.0
2021-09-23,2456.02,2451.36,2459.43,2447.32,515307453,688258043904.0
2021-09-24,2446.6,2434.23,2462.69,2432.25,488477289,676605169664.0
2021-09-27,2443.13,2406.56,2451.78,2387.86,512315118,725024677888.0
2021-09-28,2399.02,2402.2,2413.02,2390.29,381380518,543683600384.0
2021-09-29,2382.86,2347.16,2385.9,2343.74,412588024,566656929792.0
2021-09-30,2357.25,2395.05,2398.71,2357.25,352613793,504703885312.0
2021-10-08,2422.15,2413.92,2426.9,2401.9,401478899,567706955776.0
2021-10-11,2418.55,2403.46,2418.55,2397.71,373827656,523503525888.0
2021-10-12,2397.77,2363.81,2397.77,2341.78,393850895,534606737408.0
2021-10-13,2364.02,2394.39,2395.74,2355.43,339658921,484657819648.0
2021-10-14,2391.61,2399.26,2404.11,2386.31,341200294,483313139712.0
2021-10-15,2390.76,2400.52,2407.35,2380.84,383655009,563137429504.0
2021-10-18,2396.11,2402.04,2402.08,2376.25,361564198,546460155904.0
2021-10-19,2400.79,2422.64,2423.55,2400.79,358298685,533139169280.0
2021-10-20,2419.93,2420.04,2434.45,2413.73,378117576,569678004224.0
2021-10-21,2420.92,2416.18,2426.39,2402.88,372311281,539402772480.0
2021-10-22,2418.85,2412.67,2430.12,2411.81,382262505,559803944960.0
2021-10-25,2411.69,2433.22,2433.31,2408.01,362803313,570790031360.0
2021-10-26,2441.14,2424.39,2445.05,2420.42,386830497,617166438400.0
2021-10-27,2417.19,2397.51,2417.19,2389.32,398325128,606050316288.0
2021-10-28,2389.82,2362.24,2397.23,2354.69,391846984,604708159488.0
2021-10-29,2363.85,2400.03,2400.45,2356.32,380014382,611152601088.0
2021-11-01,2391.82,2411.78,2424.8,2385.71,409694011,659059306496.0
2021-11-02,2412.61,2392.27,2425.06,2371.89,443834166,672622358528.0
2021-11-03,2390.0,2393.6,2402.15,2377.9,360786565,551101972480.0
2021-11-04,2402.85,2425.16,2425.16,2401.93,384931830,609881686016.0
2021-11-05,2421.88,2406.42,2432.53,2406.34,445734090,665324269568.0
2021-11-08,2403.88,2417.97,2419.31,2399.26,401022966,616865021952.0
2021-11-09,2422.73,2436.24,2436.24,2418.13,388860385,589660626944.0
2021-11-10,2428.89,2430.08,2430.95,2395.68,426612099,637062582272.0
2021-11-11,2427.2,2457.78,2459.16,2424.28,453880791,658370158592.0
2021-11-12,2458.07,2467.16,2469.29,2455.1,448411965,655708876800.0
2021-11-15,2470.37,2462.39,2472.14,2452.93,465602015,693965565952.0
2021-11-16,2459.8,2449.95,2471.54,2447.15,458179338,668984631296.0
2021-11-17,2453.61,2477.02,2477.02,2452.56,437931666,635624382464.0
2021-11-18,2473.85,2460.86,2475.3,2456.23,479263933,691427291136.0
2021-11-19,2457.87,2490.27,2491.38,2455.26,461993853,672557142016.0
2021-11-22,2494.31,2525.58,2525.58,2494.31,477184000,745793609728.0
2021-11-23,2522.23,2520.37,2528.79,2515.33,480711644,720402993152.0
2021-11-24,2519.26,2520.48,2527.96,2514.56,477783590,721360130048.0
2021-11-25,2520.5,2512.22,2521.61,2509.7,446980498,662565957632.0
2021-11-26,2507.65,2507.15,2515.63,2501.23,441289631,667083886592.0
2021-11-29,2479.48,2516.94,2518.68,2478.13,435390976,687529623552.0
2021-11-30,2525.73,2519.27,2529.02,2504.29,473012833,728259547136.0
2021-12-01,2517.99,2524.14,2524.14,2510.14,460441180,678971158528.0
2021-12-02,2520.47,2508.45,2525.87,2507.12,478637880,684884160512.0
2021-12-03,2509.42,2526.38,2527.49,2506.82,433966984,641750487040.0
2021-12-06,2523.3,2495.5,2528.3,2493.62,467776998,675377500160.0
2021-12-07,2509.09,2477.49,2511.96,2460.12,450142170,675619377152.0
2021-12-08,2484.3,2521.29,2521.29,2481.91,408102746,615474167808.0
2021-12-09,2521.26,2543.16,2549.2,2519.88,470547553,695503273984.0
2021-12-10,2528.77,2546.65,2552.06,2525.85,453860027,679057145856.0
2021-12-13,2555.24,2561.91,2571.27,2551.51,475162324,696525930496.0
2021-12-14,2555.87,2558.25,2564.42,2550.94,461568425,653648449536.0
2021-12-15,2554.78,2543.49,2565.22,2540.28,475018501,654947647488.0
2021-12-16,2546.15,2559.31,2559.31,2537.48,474491507,647679979520.0
2021-12-17,2554.51,2523.15,2554.51,2523.15,504183204,667484921856.0
2021-12-20,2515.27,2478.41,2528.8,2476.27,504639910,666449899520.0
2021-12-21,2477.02,2504.33,2505.09,2477.02,480362783,571999289344.0
2021-12-22,2510.96,2520.3,2524.39,2508.08,531632653,630016032768.0
2021-12-23,2522.56,2524.74,2528.33,2515.55,492400676,627289022464.0
2021-12-24,2526.69,2491.96,2527.5,2488.98,507365222,655545720832.0
2021-12-27,2489.92,2494.2,2507.7,2482.65,436106670,567285592064.0
2021-12-28,2497.45,2514.82,2515.2,2492.83,432157117,593880150016.0
2021-12-29,2512.77,2494.41,2512.77,2492.8,424280067,586862051328.0
2021-12-30,2494.17,2517.16,2525.3,2494.17,455430807,603918622720.0
2021-12-31,2524.38,2530.14,2531.76,2520.49,468675226,626736504832.0
2022-01-04,2541.46,2527.7,2542.99,2510.96,570546865,756072964096.0
2022-01-05,2522.04,2483.69,2523.47,2471.28,583832783,766150488064.0
2022-01-06,2468.47,2481.33,2486.74,2455.28,513516006,662400086016.0
2022-01-07,2482.65,2452.82,2489.14,2451.32,561849848,704297623552.0
2022-01-10,2446.01,2467.32,2469.34,2429.74,463125105,607982063616.0
2022-01-11,2466.96,2441.23,2475.25,2436.88,475474033,614437724160.0
2022-01-12,2453.85,2475.82,2475.82,2450.54,466111365,625336422400.0
2022-01-13,2478.28,2434.92,2478.28,2434.92,495139095,636529733632.0
2022-01-14,2422.61,2435.4,2449.24,2418.19,506382267,643758907392.0
2022-01-17,2438.28,2473.01,2474.21,2437.93,505321979,681429704704.0
2022-01-18,2473.89,2464.83,2476.95,2458.87,548870208,725086777344.0
2022-01-19,2458.87,2442.12,2465.43,2426.91,483398528,644543877120.0
2022-01-20,2439.73,2419.69,2449.55,2418.1,517115384,669283758080.0
2022-01-21,2410.63,2387.65,2415.17,2383.25,438784154,566667206656.0
2022-01-24,2372.86,2392.24,2402.22,2369.6,371844183,506151383040.0
2022-01-25,2381.24,2313.06,2392.67,2313.06,446105457,553134100480.0
2022-01-26,2321.03,2329.17,2338.54,2297.26,351288315,455865831424.0
2022-01-27,2327.11,2262.41,2327.33,2262.12,373194452,476438478848.0
2022-01-28,2277.72,2262.37,2293.83,2236.34,358892928,465106776064.0
2022-02-07,2297.3,2285.99,2301.56,2278.75,371634394,465994018816.0
2022-02-08,2282.98,2280.51,2282.98,2234.22,394133102,490826039296.0
2022-02-09,2279.92,2317.23,2318.37,2275.12,430442322,538058903552.0
2022-02-10,2317.63,2302.47,2317.63,2286.81,408941571,531355975680.0
2022-02-11,2291.07,2262.96,2298.97,2260.06,441761802,565245644800.0
2022-02-14,2249.4,2253.13,2275.86,2241.59,391449472,500778934272.0
2022-02-15,2256.87,2283.63,2283.68,2251.3,371391608,485858664448.0
2022-02-16,2293.08,2296.99,2304.28,2285.68,375308774,481453457408.0
2022-02-17,2293.45,2302.16,2314.83,2287.9,429285612,553015967744.0
2022-02-18,2287.26,2311.79,2311.82,2284.12,388370496,480329814016.0
2022-02-21,2313.51,2325.8,2325.97,2309.73,448012142,555046539264.0
2022-02-22,2312.12,2297.3,2312.12,2284.23,456917842,590595878912.0
2022-02-23,2300.37,2337.58,2337.87,2300.37,454061012,625266221056.0
2022-02-24,2322.94,2282.44,2338.63,2253.96,629045622,792905224192.0
2022-02-25,2301.92,2310.07,2329.9,2301.92,434650890,577064525824.0
2022-02-28,2310.22,2318.09,2318.09,2285.05,397940260,535316713472.0
2022-03-01,2322.97,2326.25,2329.02,2310.3,399261092,556498526208.0
2022-03-02,2314.69,2313.18,2314.69,2298.62,400429911,517925859328.0
2022-03-03,2321.5,2294.08,2323.11,2290.74,451125701,566547161088.0
2022-03-04,2278.13,2264.64,2295.2,2256.96,448266775,575567257600.0
2022-03-07,2252.7,2203.41,2252.7,2194.43,430338499,566406131712.0
2022-03-08,2205.26,2139.67,2211.89,2129.75,485660820,624336265216.0
2022-03-09,2143.79,2116.15,2154.62,2028.44,521187996,641926905856.0
2022-03-10,2165.42,2160.94,2179.49,2156.05,457351734,612625620992.0
2022-03-11,2128.96,2173.14,2176.47,2106.33,446429138,591465320448.0
2022-03-14,2154.1,2109.46,2163.98,2109.46,410957921,551758540800.0
2022-03-15,2091.08,2013.37,2107.97,2013.37,491133199,616059879424.0
2022-03-16,2049.61,2086.24,2091.49,1976.06,510653176,669733224448.0
2022-03-17,2118.02,2133.01,2167.82,2115.78,530552561,742943662080.0
2022-03-18,2121.95,2144.9,2150.58,2116.62,452016282,562050113536.0
2022-03-21,2152.24,2160.54,2170.29,2136.91,472491318,594069217280.0
2022-03-22,2155.89,2151.68,2166.65,2140.09,464501509,559997431808.0
2022-03-23,2157.79,2163.2,2170.06,2147.8,450677512,537394683904.0
2022-03-24,2150.7,2144.34,2158.3,2127.39,440692828,529361678336.0
2022-03-25,2146.1,2113.73,2152.02,2113.73,437184681,528491847680.0
2022-03-28,2098.79,2096.5,2114.64,2075.71,423332987,495913897984.0
2022-03-29,2101.24,2084.47,2109.79,2077.15,425132252,500012941312.0
2022-03-30,2094.05,2137.61,2137.61,2090.08,450967898,545377038336.0
2022-03-31,2129.97,2117.96,2133.44,2113.79,498906066,581017358336.0
2022-04-01,2104.38,2127.82,2133.99,2097.12,470576212,529916747776.0
2022-04-06,2126.2,2127.96,2132.75,2113.61,484429217,532502401024.0
2022-04-07,2117.28,2087.53,2129.52,2087.53,478578703,524892594176.0
2022-04-08,2089.63,2080.77,2092.96,2054.78,462484667,512401293312.0
2022-04-11,2068.14,2011.45,2068.14,2003.09,463261839,528592076800.0
2022-04-12,2009.41,2047.88,2047.88,1995.57,449765612,493975777280.0
2022-04-13,2034.58,2012.18,2042.13,2012.18,438713004,475223617536.0
2022-04-14,2024.34,2034.48,2045.89,2015.86,406771251,468901679104.0
2022-04-15,2020.75,2013.87,2029.76,2001.33,438335828,497739427840.0
2022-04-18,1999.3,2022.52,2026.55,1980.19,364605683,411908669440.0
2022-04-19,2021.4,2020.28,2036.31,2009.39,357166482,416624205824.0
2022-04-20,2018.46,1985.65,2020.74,1978.96,399133476,447105695744.0
2022-04-21,1975.22,1923.81,1988.77,1917.01,429251535,459812618240.0
2022-04-22,1911.23,1914.11,1932.59,1890.04,372203850,404474712064.0
2022-04-25,1879.85,1790.03,1880.9,1790.03,457612442,469816864768.0
2022-04-26,1791.76,1752.27,1814.45,1747.53,433566387,442820890624.0
2022-04-27,1729.85,1821.39,1821.39,1724.92,476208435,494759763968.0
2022-04-28,1811.29,1808.47,1830.57,1786.95,408975483,451836264448.0
2022-04-29,1822.91,1878.88,1881.6,1815.35,464934269,524605251584.0
2022-05-05,1866.49,1891.66,1907.53,1863.42,409979607,491556405248.0
2022-05-06,1845.95,1859.39,1875.79,1840.36,375395433,413582135296.0
2022-05-09,1852.35,1865.92,1876.77,1852.12,339109143,371397517312.0
2022-05-10,1839.42,1894.39,1896.29,1833.59,411328212,462831980544.0
2022-05-11,1897.33,1918.52,1959.27,1897.14,506951048,605072523264.0
2022-05-12,1906.18,1921.65,1931.84,1903.15,404425812,452362047488.0
2022-05-13,1932.2,1931.45,1936.13,1911.14,384838062,416213569536.0
2022-05-16,1945.9,1926.01,1953.73,1919.98,408409472,437216530432.0
2022-05-17,1925.59,1940.05,1940.05,1911.01,387156787,438261202944.0
2022-05-18,1942.23,1941.54,1957.56,1933.18,393883576,431494832128.0
2022-05-19,1912.98,1952.7,1952.7,1909.57,414314099,446671269888.0
2022-05-20,1962.85,1983.67,1983.67,1958.41,446303250,505340903424.0
